CUSTOM_ID,SR_ID
ID-003169,AA00000025716
ID-003169,AA00000025715
ID-003169,AA00000025714
ID-003169,AA00000025713
ID-002515,AA00000025712
ID-002515,AA00000025711
ID-002515,AA00000025710
ID-004968,AA00000025709
ID-005691,AA00000025708
ID-003381,AA00000025707
ID-003381,AA00000025706
ID-003381,AA00000025705
ID-003381,AA00000025704
ID-003381,AA00000025703
ID-005659,AA00000025702
ID-005659,AA00000025701
ID-004418,AA00000025700
ID-004418,AA00000025699
ID-000661,AA00000025698
ID-000661,AA00000025697
ID-000661,AA00000025696
ID-000661,AA00000025695
ID-000661,AA00000025694
ID-000661,AA00000025693
ID-000661,AA00000025692
ID-000661,AA00000025691
ID-000661,AA00000025690
ID-000661,AA00000025689
ID-000661,AA00000025688
ID-000661,AA00000025687
ID-000661,AA00000025686
ID-000661,AA00000025685
ID-000661,AA00000025684
ID-000661,AA00000025683
ID-000661,AA00000025682
ID-000661,AA00000025681
ID-000661,AA00000025680
ID-000661,AA00000025679
ID-000661,AA00000025678
ID-000661,AA00000025677
ID-000661,AA00000025676
ID-000661,AA00000025675
ID-000661,AA00000025674
ID-000661,AA00000025673
ID-000661,AA00000025672
ID-000661,AA00000025671
ID-000661,AA00000025670
ID-000661,AA00000025669
ID-000661,AA00000025668
ID-000661,AA00000025667
ID-000661,AA00000025666
ID-000661,AA00000025665
ID-000661,AA00000025664
ID-000661,AA00000025663
ID-000661,AA00000025662
ID-000661,AA00000025661
ID-000661,AA00000025660
ID-000661,AA00000025659
ID-000661,AA00000025658
ID-000661,AA00000025657
ID-000661,AA00000025656
ID-000661,AA00000025655
ID-000661,AA00000025654
ID-000661,AA00000025653
ID-000661,AA00000025652
ID-000661,AA00000025651
ID-000661,AA00000025650
ID-000661,AA00000025649
ID-000661,AA00000025648
ID-000661,AA00000025647
ID-000661,AA00000025646
ID-000661,AA00000025645
ID-000661,AA00000025644
ID-000661,AA00000025643
ID-000661,AA00000025642
ID-000661,AA00000025641
ID-000661,AA00000025640
ID-000661,AA00000025639
ID-000661,AA00000025638
ID-000661,AA00000025637
ID-000661,AA00000025636
ID-000661,AA00000025635
ID-000661,AA00000025634
ID-000661,AA00000025633
ID-000661,AA00000025632
ID-000661,AA00000025631
ID-000661,AA00000025630
ID-000661,AA00000025629
ID-000661,AA00000025628
ID-000661,AA00000025627
ID-000661,AA00000025626
ID-000661,AA00000025625
ID-000661,AA00000025624
ID-000661,AA00000025623
ID-000661,AA00000025622
ID-002528,AA00000025621
ID-002528,AA00000025620
ID-001714,AA00000025619
ID-001714,AA00000025618
ID-001714,AA00000025617
ID-000323,AA00000025616
ID-000323,AA00000025615
ID-000323,AA00000025614
ID-000323,AA00000025613
ID-000323,AA00000025612
ID-000323,AA00000025611
ID-003146,AA00000025610
ID-001546,AA00000025609
ID-001546,AA00000025608
ID-001546,AA00000025607
ID-001546,AA00000025606
ID-001546,AA00000025605
ID-001546,AA00000025604
ID-001546,AA00000025603
ID-001546,AA00000025602
ID-001546,AA00000025601
ID-001546,AA00000025600
ID-003167,AA00000025599
ID-003167,AA00000025598
ID-005222,AA00000025597
ID-002678,AA00000025596
ID-002678,AA00000025595
ID-002678,AA00000025594
ID-003595,AA00000025593
ID-003595,AA00000025592
ID-003595,AA00000025591
ID-005997,AA00000025590
ID-001999,AA00000025589
ID-001999,AA00000025588
ID-002391,AA00000025587
ID-002391,AA00000025586
ID-002391,AA00000025585
ID-002391,AA00000025584
ID-000714,AA00000025583
ID-000714,AA00000025582
ID-004605,AA00000025581
ID-004605,AA00000025580
ID-004605,AA00000025579
ID-002941,AA00000025578
ID-002941,AA00000025577
ID-001158,AA00000025576
ID-001158,AA00000025575
ID-001158,AA00000025574
ID-001158,AA00000025573
ID-001158,AA00000025572
ID-001158,AA00000025571
ID-001158,AA00000025570
ID-001158,AA00000025569
ID-001158,AA00000025568
ID-001158,AA00000025567
ID-001158,AA00000025566
ID-001158,AA00000025565
ID-001158,AA00000025564
ID-002113,AA00000025563
ID-002113,AA00000025562
ID-002113,AA00000025561
ID-002113,AA00000025560
ID-002113,AA00000025559
ID-002113,AA00000025558
ID-002113,AA00000025557
ID-002113,AA00000025556
ID-002113,AA00000025555
ID-002113,AA00000025554
ID-002113,AA00000025553
ID-002113,AA00000025552
ID-002113,AA00000025551
ID-004845,AA00000025550
ID-004845,AA00000025549
ID-006003,AA00000025548
ID-003809,AA00000025547
ID-003809,AA00000025546
ID-000503,AA00000025545
ID-000503,AA00000025544
ID-000503,AA00000025543
ID-000503,AA00000025542
ID-000503,AA00000025541
ID-000503,AA00000025540
ID-000503,AA00000025539
ID-000503,AA00000025538
ID-000503,AA00000025537
ID-000503,AA00000025536
ID-000503,AA00000025535
ID-000503,AA00000025534
ID-000503,AA00000025533
ID-000503,AA00000025532
ID-000503,AA00000025531
ID-000503,AA00000025530
ID-000503,AA00000025529
ID-004631,AA00000025528
ID-004631,AA00000025527
ID-001768,AA00000025526
ID-001768,AA00000025525
ID-001768,AA00000025524
ID-005784,AA00000025523
ID-000671,AA00000025522
ID-000671,AA00000025521
ID-000750,AA00000025520
ID-000750,AA00000025519
ID-001920,AA00000025518
ID-001920,AA00000025517
ID-001920,AA00000025516
ID-001920,AA00000025515
ID-001217,AA00000025514
ID-001217,AA00000025513
ID-001217,AA00000025512
ID-001217,AA00000025511
ID-004322,AA00000025510
ID-004322,AA00000025509
ID-004322,AA00000025508
ID-004322,AA00000025507
ID-002852,AA00000025506
ID-002852,AA00000025505
ID-005341,AA00000025504
ID-005655,AA00000025503
ID-005449,AA00000025502
ID-001476,AA00000025501
ID-003303,AA00000025500
ID-003303,AA00000025499
ID-003303,AA00000025498
ID-003303,AA00000025497
ID-003303,AA00000025496
ID-003303,AA00000025495
ID-001286,AA00000025494
ID-001286,AA00000025493
ID-001286,AA00000025492
ID-003731,AA00000025491
ID-003731,AA00000025490
ID-003731,AA00000025489
ID-003731,AA00000025488
ID-003731,AA00000025487
ID-003731,AA00000025486
ID-003731,AA00000025485
ID-003731,AA00000025484
ID-003731,AA00000025483
ID-003731,AA00000025482
ID-003731,AA00000025481
ID-003731,AA00000025480
ID-003731,AA00000025479
ID-003731,AA00000025478
ID-003731,AA00000025477
ID-003731,AA00000025476
ID-003731,AA00000025475
ID-000513,AA00000025474
ID-005572,AA00000025473
ID-000048,AA00000025472
ID-000048,AA00000025471
ID-000048,AA00000025470
ID-000048,AA00000025469
ID-000048,AA00000025468
ID-000048,AA00000025467
ID-000048,AA00000025466
ID-000048,AA00000025465
ID-000048,AA00000025464
ID-002462,AA00000025463
ID-002462,AA00000025462
ID-002254,AA00000025461
ID-002254,AA00000025460
ID-002254,AA00000025459
ID-002254,AA00000025458
ID-002254,AA00000025457
ID-004734,AA00000025456
ID-004734,AA00000025455
ID-002673,AA00000025454
ID-002673,AA00000025453
ID-001499,AA00000025452
ID-001499,AA00000025451
ID-002567,AA00000025450
ID-002567,AA00000025449
ID-002567,AA00000025448
ID-002567,AA00000025447
ID-002567,AA00000025446
ID-002567,AA00000025445
ID-002567,AA00000025444
ID-002567,AA00000025443
ID-002567,AA00000025442
ID-002171,AA00000025441
ID-002171,AA00000025440
ID-002171,AA00000025439
ID-002171,AA00000025438
ID-002171,AA00000025437
ID-000268,AA00000025436
ID-000268,AA00000025435
ID-000268,AA00000025434
ID-000268,AA00000025433
ID-000711,AA00000025432
ID-000711,AA00000025431
ID-003265,AA00000025430
ID-001848,AA00000025429
ID-001848,AA00000025428
ID-001848,AA00000025427
ID-001848,AA00000025426
ID-001848,AA00000025425
ID-001848,AA00000025424
ID-005099,AA00000025423
ID-002317,AA00000025422
ID-002317,AA00000025421
ID-002317,AA00000025420
ID-002317,AA00000025419
ID-003449,AA00000025418
ID-000490,AA00000025417
ID-000490,AA00000025416
ID-000490,AA00000025415
ID-000490,AA00000025414
ID-000490,AA00000025413
ID-003432,AA00000025412
ID-003432,AA00000025411
ID-003432,AA00000025410
ID-003432,AA00000025409
ID-003432,AA00000025408
ID-003599,AA00000025407
ID-003599,AA00000025406
ID-003599,AA00000025405
ID-003599,AA00000025404
ID-003599,AA00000025403
ID-003454,AA00000025402
ID-003454,AA00000025401
ID-003454,AA00000025400
ID-003454,AA00000025399
ID-003454,AA00000025398
ID-003454,AA00000025397
ID-003454,AA00000025396
ID-003454,AA00000025395
ID-003454,AA00000025394
ID-003454,AA00000025393
ID-003454,AA00000025392
ID-003454,AA00000025391
ID-000217,AA00000025390
ID-002039,AA00000025389
ID-002688,AA00000025388
ID-002688,AA00000025387
ID-002324,AA00000025386
ID-002324,AA00000025385
ID-004801,AA00000025384
ID-004801,AA00000025383
ID-003939,AA00000025382
ID-004903,AA00000025381
ID-004903,AA00000025380
ID-005365,AA00000025379
ID-005365,AA00000025378
ID-005365,AA00000025377
ID-002952,AA00000025376
ID-002952,AA00000025375
ID-002952,AA00000025374
ID-002952,AA00000025373
ID-002952,AA00000025372
ID-002952,AA00000025371
ID-002952,AA00000025370
ID-002952,AA00000025369
ID-002952,AA00000025368
ID-002627,AA00000025367
ID-005267,AA00000025366
ID-005267,AA00000025365
ID-003716,AA00000025364
ID-003716,AA00000025363
ID-003716,AA00000025362
ID-005231,AA00000025361
ID-002560,AA00000025360
ID-002560,AA00000025359
ID-002560,AA00000025358
ID-002560,AA00000025357
ID-002560,AA00000025356
ID-002560,AA00000025355
ID-002560,AA00000025354
ID-002560,AA00000025353
ID-002560,AA00000025352
ID-002623,AA00000025351
ID-002623,AA00000025350
ID-002623,AA00000025349
ID-002623,AA00000025348
ID-000366,AA00000025347
ID-000366,AA00000025346
ID-002514,AA00000025345
ID-002514,AA00000025344
ID-002514,AA00000025343
ID-002514,AA00000025342
ID-002514,AA00000025341
ID-002514,AA00000025340
ID-002514,AA00000025339
ID-002514,AA00000025338
ID-002514,AA00000025337
ID-002514,AA00000025336
ID-002514,AA00000025335
ID-000096,AA00000025334
ID-000096,AA00000025333
ID-000096,AA00000025332
ID-000096,AA00000025331
ID-000096,AA00000025330
ID-000096,AA00000025329
ID-000096,AA00000025328
ID-000096,AA00000025327
ID-000096,AA00000025326
ID-000096,AA00000025325
ID-000096,AA00000025324
ID-000096,AA00000025323
ID-000096,AA00000025322
ID-000096,AA00000025321
ID-000096,AA00000025320
ID-000096,AA00000025319
ID-000096,AA00000025318
ID-000096,AA00000025317
ID-000096,AA00000025316
ID-000096,AA00000025315
ID-000096,AA00000025314
ID-000096,AA00000025313
ID-000755,AA00000025312
ID-000755,AA00000025311
ID-000755,AA00000025310
ID-000755,AA00000025309
ID-000888,AA00000025308
ID-000888,AA00000025307
ID-000888,AA00000025306
ID-004283,AA00000025305
ID-004283,AA00000025304
ID-004283,AA00000025303
ID-004283,AA00000025302
ID-001383,AA00000025301
ID-001383,AA00000025300
ID-000010,AA00000025299
ID-000010,AA00000025298
ID-000010,AA00000025297
ID-000010,AA00000025296
ID-000010,AA00000025295
ID-000010,AA00000025294
ID-000010,AA00000025293
ID-000010,AA00000025292
ID-000010,AA00000025291
ID-000010,AA00000025290
ID-000010,AA00000025289
ID-000010,AA00000025288
ID-000010,AA00000025287
ID-000010,AA00000025286
ID-000010,AA00000025285
ID-000010,AA00000025284
ID-000010,AA00000025283
ID-000010,AA00000025282
ID-000010,AA00000025281
ID-000010,AA00000025280
ID-000010,AA00000025279
ID-000010,AA00000025278
ID-000010,AA00000025277
ID-000010,AA00000025276
ID-000010,AA00000025275
ID-000010,AA00000025274
ID-000010,AA00000025273
ID-000010,AA00000025272
ID-000010,AA00000025271
ID-000010,AA00000025270
ID-000010,AA00000025269
ID-000010,AA00000025268
ID-000010,AA00000025267
ID-000010,AA00000025266
ID-000010,AA00000025265
ID-000010,AA00000025264
ID-000010,AA00000025263
ID-000010,AA00000025262
ID-000010,AA00000025261
ID-000010,AA00000025260
ID-000010,AA00000025259
ID-000010,AA00000025258
ID-000010,AA00000025257
ID-000010,AA00000025256
ID-000010,AA00000025255
ID-000010,AA00000025254
ID-000010,AA00000025253
ID-000010,AA00000025252
ID-000010,AA00000025251
ID-000010,AA00000025250
ID-000010,AA00000025249
ID-000010,AA00000025248
ID-000010,AA00000025247
ID-000010,AA00000025246
ID-000010,AA00000025245
ID-000010,AA00000025244
ID-000010,AA00000025243
ID-000010,AA00000025242
ID-000010,AA00000025241
ID-000010,AA00000025240
ID-000010,AA00000025239
ID-000010,AA00000025238
ID-000010,AA00000025237
ID-000010,AA00000025236
ID-000010,AA00000025235
ID-000010,AA00000025234
ID-000010,AA00000025233
ID-000010,AA00000025232
ID-000010,AA00000025231
ID-000010,AA00000025230
ID-000010,AA00000025229
ID-000010,AA00000025228
ID-000010,AA00000025227
ID-000010,AA00000025226
ID-000010,AA00000025225
ID-000010,AA00000025224
ID-000010,AA00000025223
ID-000010,AA00000025222
ID-000010,AA00000025221
ID-000010,AA00000025220
ID-000010,AA00000025219
ID-000010,AA00000025218
ID-000010,AA00000025217
ID-000010,AA00000025216
ID-000010,AA00000025215
ID-000010,AA00000025214
ID-000010,AA00000025213
ID-000010,AA00000025212
ID-000010,AA00000025211
ID-000010,AA00000025210
ID-000010,AA00000025209
ID-000010,AA00000025208
ID-000010,AA00000025207
ID-000010,AA00000025206
ID-000010,AA00000025205
ID-000010,AA00000025204
ID-000010,AA00000025203
ID-000010,AA00000025202
ID-000010,AA00000025201
ID-000010,AA00000025200
ID-000010,AA00000025199
ID-000010,AA00000025198
ID-000010,AA00000025197
ID-000010,AA00000025196
ID-000010,AA00000025195
ID-000010,AA00000025194
ID-000010,AA00000025193
ID-000010,AA00000025192
ID-000010,AA00000025191
ID-000010,AA00000025190
ID-000010,AA00000025189
ID-000010,AA00000025188
ID-000010,AA00000025187
ID-000010,AA00000025186
ID-000010,AA00000025185
ID-000010,AA00000025184
ID-000010,AA00000025183
ID-000010,AA00000025182
ID-000010,AA00000025181
ID-000010,AA00000025180
ID-000010,AA00000025179
ID-000010,AA00000025178
ID-000010,AA00000025177
ID-000010,AA00000025176
ID-000010,AA00000025175
ID-000010,AA00000025174
ID-000010,AA00000025173
ID-000010,AA00000025172
ID-000010,AA00000025171
ID-000010,AA00000025170
ID-000010,AA00000025169
ID-000010,AA00000025168
ID-000010,AA00000025167
ID-000010,AA00000025166
ID-000010,AA00000025165
ID-000010,AA00000025164
ID-000010,AA00000025163
ID-000010,AA00000025162
ID-000010,AA00000025161
ID-000010,AA00000025160
ID-000010,AA00000025159
ID-000010,AA00000025158
ID-000010,AA00000025157
ID-000010,AA00000025156
ID-000010,AA00000025155
ID-000010,AA00000025154
ID-000010,AA00000025153
ID-000010,AA00000025152
ID-000010,AA00000025151
ID-000010,AA00000025150
ID-000010,AA00000025149
ID-000010,AA00000025148
ID-000010,AA00000025147
ID-000010,AA00000025146
ID-000010,AA00000025145
ID-001561,AA00000025144
ID-001561,AA00000025143
ID-003631,AA00000025142
ID-000430,AA00000025141
ID-000430,AA00000025140
ID-000443,AA00000025139
ID-002466,AA00000025138
ID-002466,AA00000025137
ID-002546,AA00000025136
ID-002546,AA00000025135
ID-002546,AA00000025134
ID-000005,AA00000025133
ID-000005,AA00000025132
ID-000005,AA00000025131
ID-000005,AA00000025130
ID-000005,AA00000025129
ID-000005,AA00000025128
ID-000005,AA00000025127
ID-000005,AA00000025126
ID-001631,AA00000025125
ID-003430,AA00000025124
ID-003430,AA00000025123
ID-003430,AA00000025122
ID-003430,AA00000025121
ID-003430,AA00000025120
ID-003430,AA00000025119
ID-003430,AA00000025118
ID-003430,AA00000025117
ID-003430,AA00000025116
ID-003430,AA00000025115
ID-003430,AA00000025114
ID-003430,AA00000025113
ID-005548,AA00000025112
ID-005168,AA00000025111
ID-005168,AA00000025110
ID-005168,AA00000025109
ID-000161,AA00000025108
ID-000161,AA00000025107
ID-000161,AA00000025106
ID-000161,AA00000025105
ID-000161,AA00000025104
ID-000161,AA00000025103
ID-000161,AA00000025102
ID-000161,AA00000025101
ID-000161,AA00000025100
ID-000161,AA00000025099
ID-000161,AA00000025098
ID-000161,AA00000025097
ID-000161,AA00000025096
ID-000161,AA00000025095
ID-000161,AA00000025094
ID-000161,AA00000025093
ID-000161,AA00000025092
ID-003612,AA00000025091
ID-003612,AA00000025090
ID-001807,AA00000025089
ID-001807,AA00000025088
ID-001807,AA00000025087
ID-001807,AA00000025086
ID-001807,AA00000025085
ID-001807,AA00000025084
ID-001807,AA00000025083
ID-004967,AA00000025082
ID-003858,AA00000025081
ID-003858,AA00000025080
ID-003537,AA00000025079
ID-003537,AA00000025078
ID-003537,AA00000025077
ID-000694,AA00000025076
ID-000694,AA00000025075
ID-003204,AA00000025074
ID-003204,AA00000025073
ID-003204,AA00000025072
ID-003204,AA00000025071
ID-003204,AA00000025070
ID-000596,AA00000025069
ID-003404,AA00000025068
ID-003404,AA00000025067
ID-003715,AA00000025066
ID-003715,AA00000025065
ID-000172,AA00000025064
ID-000172,AA00000025063
ID-000172,AA00000025062
ID-000172,AA00000025061
ID-000172,AA00000025060
ID-000172,AA00000025059
ID-000172,AA00000025058
ID-000172,AA00000025057
ID-000172,AA00000025056
ID-000172,AA00000025055
ID-000536,AA00000025054
ID-000536,AA00000025053
ID-004803,AA00000025052
ID-004803,AA00000025051
ID-004803,AA00000025050
ID-003914,AA00000025049
ID-003914,AA00000025048
ID-003914,AA00000025047
ID-002147,AA00000025046
ID-002147,AA00000025045
ID-002659,AA00000025044
ID-002659,AA00000025043
ID-002076,AA00000025042
ID-002076,AA00000025041
ID-002076,AA00000025040
ID-002076,AA00000025039
ID-002076,AA00000025038
ID-000588,AA00000025037
ID-000570,AA00000025036
ID-000570,AA00000025035
ID-000570,AA00000025034
ID-000267,AA00000025033
ID-000267,AA00000025032
ID-000267,AA00000025031
ID-000267,AA00000025030
ID-001852,AA00000025029
ID-001852,AA00000025028
ID-002228,AA00000025027
ID-002228,AA00000025026
ID-002228,AA00000025025
ID-002228,AA00000025024
ID-002228,AA00000025023
ID-002228,AA00000025022
ID-002228,AA00000025021
ID-002228,AA00000025020
ID-002228,AA00000025019
ID-005532,AA00000025018
ID-002189,AA00000025017
ID-002189,AA00000025016
ID-002189,AA00000025015
ID-002189,AA00000025014
ID-002189,AA00000025013
ID-002189,AA00000025012
ID-002189,AA00000025011
ID-002189,AA00000025010
ID-002189,AA00000025009
ID-002754,AA00000025008
ID-002754,AA00000025007
ID-001875,AA00000025006
ID-001875,AA00000025005
ID-001875,AA00000025004
ID-001875,AA00000025003
ID-001875,AA00000025002
ID-002181,AA00000025001
ID-001949,AA00000025000
ID-001949,AA00000024999
ID-001949,AA00000024998
ID-001949,AA00000024997
ID-001949,AA00000024996
ID-002932,AA00000024995
ID-002932,AA00000024994
ID-002932,AA00000024993
ID-003950,AA00000024992
ID-003950,AA00000024991
ID-003950,AA00000024990
ID-003950,AA00000024989
ID-003950,AA00000024988
ID-005078,AA00000024987
ID-005078,AA00000024986
ID-005078,AA00000024985
ID-004200,AA00000024984
ID-004200,AA00000024983
ID-004200,AA00000024982
ID-004200,AA00000024981
ID-004200,AA00000024980
ID-004200,AA00000024979
ID-004200,AA00000024978
ID-004200,AA00000024977
ID-003952,AA00000024976
ID-002957,AA00000024975
ID-002957,AA00000024974
ID-004087,AA00000024973
ID-004087,AA00000024972
ID-003651,AA00000024971
ID-003651,AA00000024970
ID-003651,AA00000024969
ID-003651,AA00000024968
ID-003651,AA00000024967
ID-003651,AA00000024966
ID-003651,AA00000024965
ID-000594,AA00000024964
ID-000594,AA00000024963
ID-000594,AA00000024962
ID-000594,AA00000024961
ID-000594,AA00000024960
ID-000594,AA00000024959
ID-000594,AA00000024958
ID-000594,AA00000024957
ID-000594,AA00000024956
ID-000594,AA00000024955
ID-000594,AA00000024954
ID-000594,AA00000024953
ID-000594,AA00000024952
ID-000594,AA00000024951
ID-000594,AA00000024950
ID-000594,AA00000024949
ID-000594,AA00000024948
ID-000594,AA00000024947
ID-000594,AA00000024946
ID-000594,AA00000024945
ID-000594,AA00000024944
ID-000594,AA00000024943
ID-002565,AA00000024942
ID-002565,AA00000024941
ID-002565,AA00000024940
ID-002565,AA00000024939
ID-002565,AA00000024938
ID-002565,AA00000024937
ID-002565,AA00000024936
ID-002565,AA00000024935
ID-002565,AA00000024934
ID-003553,AA00000024933
ID-000929,AA00000024932
ID-000929,AA00000024931
ID-004980,AA00000024930
ID-002873,AA00000024929
ID-002873,AA00000024928
ID-005971,AA00000024927
ID-001743,AA00000024926
ID-001743,AA00000024925
ID-001743,AA00000024924
ID-001743,AA00000024923
ID-001743,AA00000024922
ID-001743,AA00000024921
ID-001743,AA00000024920
ID-001743,AA00000024919
ID-001743,AA00000024918
ID-001648,AA00000024917
ID-001648,AA00000024916
ID-001648,AA00000024915
ID-001648,AA00000024914
ID-001648,AA00000024913
ID-001648,AA00000024912
ID-001648,AA00000024911
ID-001648,AA00000024910
ID-001648,AA00000024909
ID-001648,AA00000024908
ID-001648,AA00000024907
ID-001648,AA00000024906
ID-001648,AA00000024905
ID-001876,AA00000024904
ID-001876,AA00000024903
ID-002533,AA00000024902
ID-003964,AA00000024901
ID-003964,AA00000024900
ID-003964,AA00000024899
ID-003964,AA00000024898
ID-003964,AA00000024897
ID-003964,AA00000024896
ID-003964,AA00000024895
ID-003964,AA00000024894
ID-003964,AA00000024893
ID-003964,AA00000024892
ID-003964,AA00000024891
ID-003964,AA00000024890
ID-003964,AA00000024889
ID-001549,AA00000024888
ID-001549,AA00000024887
ID-001549,AA00000024886
ID-001549,AA00000024885
ID-001549,AA00000024884
ID-002821,AA00000024883
ID-002821,AA00000024882
ID-004176,AA00000024881
ID-004176,AA00000024880
ID-004176,AA00000024879
ID-004176,AA00000024878
ID-005524,AA00000024877
ID-005524,AA00000024876
ID-005524,AA00000024875
ID-002310,AA00000024874
ID-002310,AA00000024873
ID-002310,AA00000024872
ID-004078,AA00000024871
ID-004078,AA00000024870
ID-004078,AA00000024869
ID-004078,AA00000024868
ID-004078,AA00000024867
ID-004078,AA00000024866
ID-001706,AA00000024865
ID-001706,AA00000024864
ID-001706,AA00000024863
ID-001706,AA00000024862
ID-001706,AA00000024861
ID-001706,AA00000024860
ID-001706,AA00000024859
ID-001706,AA00000024858
ID-001706,AA00000024857
ID-001706,AA00000024856
ID-001706,AA00000024855
ID-001706,AA00000024854
ID-001706,AA00000024853
ID-001706,AA00000024852
ID-001706,AA00000024851
ID-001706,AA00000024850
ID-001706,AA00000024849
ID-004369,AA00000024848
ID-005323,AA00000024847
ID-001723,AA00000024846
ID-001723,AA00000024845
ID-001723,AA00000024844
ID-001723,AA00000024843
ID-001723,AA00000024842
ID-001723,AA00000024841
ID-001723,AA00000024840
ID-001723,AA00000024839
ID-001723,AA00000024838
ID-001723,AA00000024837
ID-001723,AA00000024836
ID-001723,AA00000024835
ID-001723,AA00000024834
ID-005537,AA00000024833
ID-000131,AA00000024832
ID-000131,AA00000024831
ID-000131,AA00000024830
ID-000131,AA00000024829
ID-000131,AA00000024828
ID-000131,AA00000024827
ID-000131,AA00000024826
ID-005400,AA00000024825
ID-005400,AA00000024824
ID-003508,AA00000024823
ID-003508,AA00000024822
ID-003508,AA00000024821
ID-003508,AA00000024820
ID-005947,AA00000024819
ID-005724,AA00000024818
ID-004695,AA00000024817
ID-004695,AA00000024816
ID-004695,AA00000024815
ID-004695,AA00000024814
ID-004274,AA00000024813
ID-004274,AA00000024812
ID-004274,AA00000024811
ID-004274,AA00000024810
ID-003434,AA00000024809
ID-003434,AA00000024808
ID-000857,AA00000024807
ID-000857,AA00000024806
ID-004475,AA00000024805
ID-004371,AA00000024804
ID-004371,AA00000024803
ID-005603,AA00000024802
ID-005603,AA00000024801
ID-004408,AA00000024800
ID-004408,AA00000024799
ID-001902,AA00000024798
ID-001902,AA00000024797
ID-001902,AA00000024796
ID-001902,AA00000024795
ID-001902,AA00000024794
ID-001902,AA00000024793
ID-001902,AA00000024792
ID-001902,AA00000024791
ID-001902,AA00000024790
ID-001902,AA00000024789
ID-001902,AA00000024788
ID-001902,AA00000024787
ID-001902,AA00000024786
ID-001902,AA00000024785
ID-001902,AA00000024784
ID-001902,AA00000024783
ID-001902,AA00000024782
ID-004216,AA00000024781
ID-004216,AA00000024780
ID-004708,AA00000024779
ID-004708,AA00000024778
ID-001624,AA00000024777
ID-001624,AA00000024776
ID-001466,AA00000024775
ID-000257,AA00000024774
ID-000257,AA00000024773
ID-000257,AA00000024772
ID-000257,AA00000024771
ID-000257,AA00000024770
ID-000257,AA00000024769
ID-000257,AA00000024768
ID-000257,AA00000024767
ID-000257,AA00000024766
ID-000257,AA00000024765
ID-000257,AA00000024764
ID-000257,AA00000024763
ID-000257,AA00000024762
ID-000257,AA00000024761
ID-000257,AA00000024760
ID-000257,AA00000024759
ID-000257,AA00000024758
ID-000257,AA00000024757
ID-000257,AA00000024756
ID-000257,AA00000024755
ID-000257,AA00000024754
ID-000257,AA00000024753
ID-000257,AA00000024752
ID-000257,AA00000024751
ID-000257,AA00000024750
ID-000257,AA00000024749
ID-000257,AA00000024748
ID-000257,AA00000024747
ID-000257,AA00000024746
ID-000257,AA00000024745
ID-000257,AA00000024744
ID-000257,AA00000024743
ID-000257,AA00000024742
ID-000257,AA00000024741
ID-000257,AA00000024740
ID-000257,AA00000024739
ID-000257,AA00000024738
ID-000257,AA00000024737
ID-000257,AA00000024736
ID-000257,AA00000024735
ID-000257,AA00000024734
ID-000257,AA00000024733
ID-000257,AA00000024732
ID-000257,AA00000024731
ID-000257,AA00000024730
ID-000257,AA00000024729
ID-000257,AA00000024728
ID-000257,AA00000024727
ID-000257,AA00000024726
ID-000257,AA00000024725
ID-000257,AA00000024724
ID-000257,AA00000024723
ID-000257,AA00000024722
ID-000257,AA00000024721
ID-002280,AA00000024720
ID-002280,AA00000024719
ID-003155,AA00000024718
ID-003155,AA00000024717
ID-003155,AA00000024716
ID-004292,AA00000024715
ID-004292,AA00000024714
ID-004066,AA00000024713
ID-002266,AA00000024712
ID-002266,AA00000024711
ID-002266,AA00000024710
ID-002266,AA00000024709
ID-002266,AA00000024708
ID-002266,AA00000024707
ID-002266,AA00000024706
ID-002266,AA00000024705
ID-002266,AA00000024704
ID-002329,AA00000024703
ID-002329,AA00000024702
ID-002329,AA00000024701
ID-003662,AA00000024700
ID-003662,AA00000024699
ID-003662,AA00000024698
ID-000320,AA00000024697
ID-000320,AA00000024696
ID-000320,AA00000024695
ID-000320,AA00000024694
ID-000320,AA00000024693
ID-000320,AA00000024692
ID-000320,AA00000024691
ID-000320,AA00000024690
ID-005263,AA00000024689
ID-005263,AA00000024688
ID-005263,AA00000024687
ID-005263,AA00000024686
ID-003082,AA00000024685
ID-003082,AA00000024684
ID-003082,AA00000024683
ID-003082,AA00000024682
ID-001637,AA00000024681
ID-001637,AA00000024680
ID-001637,AA00000024679
ID-001637,AA00000024678
ID-001637,AA00000024677
ID-005705,AA00000024676
ID-005705,AA00000024675
ID-005785,AA00000024674
ID-004093,AA00000024673
ID-004093,AA00000024672
ID-002201,AA00000024671
ID-002201,AA00000024670
ID-000311,AA00000024669
ID-000311,AA00000024668
ID-000311,AA00000024667
ID-000311,AA00000024666
ID-000311,AA00000024665
ID-000311,AA00000024664
ID-000311,AA00000024663
ID-000311,AA00000024662
ID-000814,AA00000024661
ID-000604,AA00000024660
ID-000604,AA00000024659
ID-000604,AA00000024658
ID-001928,AA00000024657
ID-001928,AA00000024656
ID-001928,AA00000024655
ID-003197,AA00000024654
ID-003197,AA00000024653
ID-001721,AA00000024652
ID-001721,AA00000024651
ID-001721,AA00000024650
ID-001721,AA00000024649
ID-001721,AA00000024648
ID-001721,AA00000024647
ID-001721,AA00000024646
ID-001721,AA00000024645
ID-001721,AA00000024644
ID-001721,AA00000024643
ID-001721,AA00000024642
